,sender,text
260180,DZ-SCISMS,Your a/c no. XXXXXXXX8116 is credited by Rs.4500.00 on 06-01-18 by a/c linked to mobile 8XXXXXX746-AARTI KHATRI (IMPS Ref no 800613471259). Download YONO
758022,IA-IDEA,"UL Expiry:2018-06-14, CHRG:,main_cost Rs 0.000,DUR:31 sec,BAL_LEFT:,main Rs 0.285"
533346,VM-OYORMS,"Dear Golu Agarwal,   your OYO Captain is looking forward to host you for confirmed Booking BYHQ2475   at OYO 12801 Hotel Nilamadhab. . Check-in: 7th Jun, 09 am onwards, Check-out: 8th Jun till 08 am, No. of rooms: 2 Classic (2X), Number of guests:  5 Adults,  , Hotel name: Hotel Nilamadhab, Address : Plot no-724, baliapanda, Puri, Map link : http://bit.ly/2ps5rKR   Hotel reception: +914067417204  *T&C- Every guest must carry an original govt. issued address ID proof (PAN Cards not valid)."
38290,JZ-JioPay,"???? ???? ???? ???? 8949142446 ?? ?????? ????? ??? ????? ??????? ???? 1.5 GB ?? 50% ????? 08-Jun-18 00:01 Hrs ?? ?? ???? ??| ???? ?????? ?? ?????? ?? ????? ???? ?? ??? 1299 ?? ????? ??? ????| ???? ???? ?????? ?? ???? ????? ???? ?? ???? ??? ???? ????? ?? ??? ????? ???? http://tiny.jio.com/MyJioVideo | ??????? ??????, ?????, ????? ????? ?? ?????? ??????? ????? ?? ???? ??? ????? ?? ??? ???? ???? 1991"
210443,JX-JIOINF,Now manage your JioFi on the go with MyJio app click http://jio.com/r/blODm9ybf to login. To know more click https://youtu.be/QoaK__irYyM
468884,HP-KARVYB,"Multibagger Pick - Buy THIRANI PROJECTS LTD (BSE Code:538464) @ CMP 37.05 , Short Term TGT 115 & Final TGT 245 in 20 Weeks SL 35 Minimum Qty Buy 1000 Shares."
716108,AD-AIRSEP,"SpuulMovies service will be renewed tonight on your Airtel Mobile @Rs 150 for 30days. To deactivate, call or SMS STOP to 155223. For more services, call 56789 or click http://56789.airtel.in"
166449,TMFROMSC,ZAQ-216805 is your one time password (OTP) for transaction of INR 164.72 at Zaak Epayment Servic on your Credit Card ending 7225.Valid till 09:36 AM IST - StanChart.
457840,IX-MAXGTM,"Thank you! You have redeemed PNBPoints worth Rs. 23.00 at One Mobikwik Systems Private Limited, a Max Get More Partner.Please visit MaxGetMore.com for more information on earning and redeeming points.
DM-020001,Last 3 days left!Book your VIP pass now.Bookings for tomorrow close@11:59pm today.Skip the line @Big Bazaar's Sabse Saste 6Din.Book now @ https://goo.gl/FcFkKn
53111,?? ??????? ???? Rs2/Q ?? ???? 50 ?? ?? ???? ??????? ??? 53111 ????"
196325,VKIPAYTM,"We have received a Paytm login request from a new phone at 12:37 AM, 28 April.If you did not attempt this, please raise a query at paytm.com/care or call us at 0120-3888388"
516272,VKMYAMEX,"A charge of INR 1,469.00 has been initiated on your American Express Card No. ***21000 at AMAZON ONLINE DISTRIBUTION SERVICES PL on 01/01/2018 at 01:19AM IST."
646516,JX-JIOPAY,"You have used 100% of your high speed internet quota from Data account of MRP 399 on your Jio Number 7975539921 as of 06-Jan-18 17:24 Hrs. Internet speed will be reduced in case you do not have any active data plan.To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn"
482026,AD-BIGWIN,"Play Rummy FREE!Rs.1,000 as Welcome BonusClick Here: http://vls.bz/OvPZ8qy9xvKWin REAL Money!opt-out: CARDSTOP to 56161
VK-683503,Todays offer..Book your 1rk/1bhk Row house at 25k booking amt,10k emi /month & Get free gift Vivo v9 Mobile (MAHARERA NO.P51700014467.)Cont:Santosh 02241115876
AM-650001,147GB DATA Apke liye!Rs399=Unlimited Local,STD+Roaming call saath hi 117.6GB (1.4GB/din),84 din+Extra 30GB data,28 din. T&CNiji Upyog Hetu. Dial *121*1"
793917,VM-CorpBk,Your A/c XXXXXXXXXXXX650 in Bhubaneshwar Nayapally Pbb credited INR 500.00 on 07-06-2018 by TRF. Avl Bal is +517.58
16568,BZSBYONO,"To live is to dream. YONO by SBI lets you achieve your dreams through a sound investment strategy. Download @ www.yonosbi.comLifestyle & Banking, dono.
652000,Congratulations !!!Mobile No.9746667846NEW SPECIAL OFFERS !!  Dial 520000034(Free Free Number)
650018,????? ???????????,??????? ??? ???? ?????????????BSNL ??? ?????????? ?????????? ??.30 ??????? ??? ????? ?????????.  30 ????? ?????? ?????? 50018 (???? ????) ????????????  ???????? ?????????.????? ?????? ??? ?????? ??.6.00 ????? ????????? ?????? ????????????? ??????? ???????????????. ????????? ??????????? ?????."
478276,VK-PNBSMS,A/c XXXXXXXX00314375 has been debited with Rs.755 on 08-06-2018 00:56:36 thru DEBIT CARD. Helpline 18001802222
172534,IG-MHADAL,Your password has been reseted successfully.  MHADA Pune Board - 2018
792745,VM-ANDBNK,You have withdrawn Rs. 2000 from account XXXX 7970through ATM on 17-07-2017. At present A/c Balance is Rs. 3482.00
607086,AGARWAPB,"Dear Airtel Payments Bank Customer, due to a system upgrade, our services will not be operational from 4th Nov 6PM to 5th Nov 3PM.We thank you for your patience
AG650012,Now you can recharge your Airtel Mobile on PhonePe App. For introductory special offers on recharges, download the App at www.bit.ly/aaPhonePe"
708115,DM-REDIFF,Listing Summary {Products-Published:0 Rejected:1 Submitted:0}
40773,DD-MKUBER,"Kochi, your dinner is on us! Fire up the Uber app between 6-9pm today & just request to get your favourite Biryani at just Rs.99.Know more: t.uber.com/BiryaniK"
355342,VM-RBISAY,??.10 ?????? 10 ??????? 15 ????????? ????????????????. ???????? ???????????????. ?????? ????????? 14440 ?????????? ???? ?????????.
209116,VKKJSBIT,"Your Account No. XXXXXXXXXX46 has Clear Balance Rs. 8,939.66 CR and Available Balance Rs. 8,939.66 CR"
144407,VG-VFCARE,Priya Grahak. Aapna number par UNLIMITED calls no labh 3 divas maa expire thai jashe. Aapni Best UNLIMITED Calling offers jaanva dial karo *121#
14930,VM-BSELTD,"Your Stock broker R.WADIWALA SECURITIES reported your fund balance Rs.4072 & securities balance 1517 as on end of Apr-18 for UCC-RD624. Note that balances do not cover your bank & DP balance. Check details at dipang1385@gmail.com. If email Id not correct, kindly update with your broker."
10693,VM-SIKKAB,Sikka Broadband is available over fiber for Rs.499/pm with 50 Mbps unshared download speed upto 45 Gb and .640 Mbps unlimited with FREE IPTV Call/SMS:8574412345
30052,JD-JioPay,"???? ????? ??? ?????? 7980448052 ????? 1 GB ???????? ????????? ???? ??????? ??? ??????? ?? ?????? 24-Jan-18 04:35 Hrs. ????????? ??? ??????? ??? ????? ???? ?????? ??????? ?? ????. ?? ?????? ?:?? ??? ????? ????????? ????? ???? ???? ??? ???. 4G ???? ????? ?????? ???? ???? ??????? ???? . ????? ???? http://tiny.jio.com/BuyAddOn"""
498643,AXSBGMBS,OTP for your Create Easy PIN through Anywhere Personal is 45689964. Do not share this with anyone. Bank will NEVER telephone you to verify it.
250503,JD-JioPay,"???? ???? ???? ???? 6394679563 ?? ?????? ????? ??? ????? ??????? ???? 2 GB ?? 50% ????? 08-Jun-18 00:24 Hrs ?? ?? ???? ??| ???? ?????? ?? ?????? ?? ????? ???? ?? ??? 1299 ?? ????? ??? ????| ???? ???? ?????? ?? ???? ????? ???? ?? ???? ??? ???? ????? ?? ??? ????? ???? http://tiny.jio.com/MyJioVideo | ??????? ??????, ?????, ????? ????? ?? ?????? ??????? ????? ?? ???? ??? ????? ?? ??? ???? ???? 1991"
418244,VM-QWKCLR,Your Woohoo Gift Card 6044381026586341 has been redeemed for Rs.1000. The remaining balance is Rs.0.00
171276,HP-SBIPSG,"Dear Customer,Your mobile number is not registered for this  facility,to register for SBI Quick facility,send a SMS REG Account Number to 09223488888"
316814,JG-JioPay,"You have consumed 50% of your 2 GB Data from MRP 98 on your Jio Number 9082231022 as of 01-Jun-18 18:38 Hrs. Your available data balance is 1012.28 MB valid till 16-Jun-18 10:56 Hrs. To manage your account with MyJio app, click http://tiny.jio.com/MyJioApp . Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
171954,IM-ADIHYU,"Right Time to buy Ur favorite Hyundai Car with Huge discount up to *60K on Eon & Xcent,*80K on Grand,etc Hurry Call Mr. Debasis on 7873999844.AdityaHyundai.*T&C"
640636,IA-IDEA,"RC179-1GB + Unlimited Loc/STD/Roaming Calls+ 100SMS/D-28 Days. Hurry! Recharge Today!CHRG:,main_cost Rs 0.000,VOL:0.00 KB,BAL_LEFT:,main Rs 0.000
509093,Thanks.If selected KBC Team will contact you in 5days.T&Cs-www.sonyliv.com.Only 1st valid entry from a mobile number will be considered per question"
520381,TXYESBNK,"Dear Rafiq, Transfer of  Rs.4900 to 0478104000064600 has been successful with REF No:I1813902417002. Charges - Max. 1.5 Percent"
443065,VK-CAPFST,Your OTP is 612864
153982,IA-IDEA,"CHRG:,main_cost Rs 0.000,AddData Vol MB:13.23,VOL:13.23 MB,BAL_LEFT:,main Rs 0.000,AddData Vol MB:958.56,Exp:2018-06-11RC75-18,000 Secs+1GB-28D"
547139,LMICICIB,"Dear Customer, You have made a Debit Card purchase of INR867.36 on 27 Jan. Info.IIN*Cinemax Kol. Your Net Available Balance is INR 12,252.42."
775591,HP-Amazon,Your payment on Amazon.in for Rs. 30.00 using Amazon Pay balance is successful. Your balance is now Rs. 0.00. View Statement: https://www.amazon.in/gp/payment/statement
726937,MD-KOTAKB,Your a/c no. XXXX425745 is credited Rs.1.00 on 08-06-18 by a/c linked to virtual address 7004548284@paytm (UPI Ref no 815901460356).
38666,IA-IDEA,"Friends 55365    CHRG:,main_cost Rs 0.000,BAL_LEFT:,main Rs 2.146"
701219,JA-JioPay,"Your plan MRP 399 is now active on Jio Number 7003006766. Entitlements: Benefits: Free Voice, Unlimited Data (1.5GB High Speed Data per day, thereafter unlimited at 64Kbps), 100SMS/day and Complimentary Subscription to Jio Apps. Validity: 84days.Validity: 02-Jul-18 11:24 HrsYou can view your current and upcoming plans on your smartphone with MyJio app, click www.jio.com/GetMyJio . Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
725596,AX-CITIBK,INC0053407159 - grmap-prd1900 : Critical : AUTOSYS : BATCH INST PA7 JOBFAILURE #JOB NAME : 163037_PROD_ETL_SRS_CHD_TRANSF_ANALYTICS_NDM_ap3
5670,HP-Rupiya,"Dear afroz shaik, Need instant cash ? Get it now. Just apply in 2 mins & get approved instantly. No physical doc required.  https://goo.gl/yRfHMj"
413345,BZ-KLKPSC,"AZLAM RASHEED, Adm. Ticket avbl in the profile for VOCATIONAL INSTRUCTOR IN MARKETING AND SALESMANSHIP, Login for details.
IM-001122,MakeMyTrip: Upto Rs.1200 Discount on Thiruvananthapuram Flights with Citi Cards. Use Code FLYNOW. Book @ applinks.makemytrip.com/dnhbAsgGEI T&Cs bit.ly/2pXQp0j"
285166,VM-iPaytm,"Shipped: Timebre Ivory Time & Date Analog Watch has been shipped and will reach you by Fri, 18 May. Track your order and cashback status at http://p-y.tm/60yEtR Download the new Paytm Mall App for great offers http://pytm.ml/paytmmallapp"
138997,VK-LMROAD,The Mohd kurtas Upgrade is here! June's hottest styles at the coolest prices handpicked for you! Get it now: limeroad.com/u/966570b3
609249,IXHDFCBF,"Dear Customer, HDFC Bank Consumer Durable Loan application no. 254244764 is in-principle approved for Rs. 75000 basis details provided.  Final loan sanction is subject to Bank's discretion, internal checks and document submission."
242014,AX-SBICRD,"Rs.289.00 was spent on your SBI Card ending 2333 at recharge_paytm_PayTM on 08/06/18. Available Credit Limit: Rs.5,495.72. Download App at https://goo.gl/B7Qdqu"
446093,AD-AIRDTH,"Payment received Rs 200 for airtel digitalTV id3023100856,updated a/c balance is Rs 229.31.Current Monthly Charges - Rs 199 Next Recharge Date is 11-JUL-2018.To know account details give missed call on 8130081300"
756487,TM-SBIOTP,845084 is your One Time Password for online purchase of Rs 12900.00 at FLIPKART thru State Bank Debit Card ending 3518. Don't share this with anyone
792997,IZ-IDEA,"Call_CHRG:0.000 INR,Call_Durn:431 secs,Bal_Left=0.00 INRLess DATA!! Take Internet Emergency Pack Now...Dial *666#"
460139,VM-CENTPB,"Specially for you! Rs.500 Shopping Voucher from CENTRALUse Code 871511697845 on spend of Rs.2000 till 10 JunTo optout,sms OPTOUT to 9773597735 TnC"
579682,AXIPAYTM,Rs. 1770.42 Water Bill Payment of Delhi Jal Board K No.  6051710000 has failed. We have successfully initiated a refund of Rs. 1770.42 to your SBIFSS bank. Please contact your bank for any queries.
171957,AD-vONEMG,"1mg: Expires in 2 daysUse Rs. 150 worth of 1mgCash, if not used alreadyAlso, get Flat 20% off on medicines + 10% Paytm Cashback @ 1mg.com using coupon- 1MG20"
797349,VK-KTKBNK,Your OTP is : 676138 for KBL Mobile Self Registration at 08:27:31 on 05/06/2018.DO NOT SHARE THE OTP WITH ANYONE.BANK NEVER CALLS TO VERIFY OTP.
366214,AD-OYORMS,"Hi, get flat 50% off when you book a stay in a top rated OYO in Dehradun. For the best deals, call 9643336322. T&C Apply. To STOP: call 7065444454
AW-650010,Khas Offer!Rs249=Unlimited Local,STD,Roaming call,2GB/din+100 SMS/din,28 dinShartein laagu,dial 505Dekhein LIVE T20 Airtel TV App par,click bit.ly/ATVFree"
2324,ID-IDEA,"CHRG:0.00 INR,BAL-LEFT:0.01 INRCall 55696 aur Banao Kuch Khaas Dost aur  saath mein jeetein 1 Lakh Ka SONA."
371753,ID-ADHAAR,OTP for Aadhaar (XXXX1425) is 582977 and is valid for 30 minutes.(Generated at 2018-06-08 00:38:28)
802896,VM-OLXIND,"Congrats, Arin Chowdhury! Your Ad is now active. View and manage your ad here: https://www.olx.in/q/r/xgkh7fd"
575099,TM-MPPOLC,"gati FRV BPL-04/ Piplani Petrol Pump se 7587600715 par sampark karen. D100
612630,Kaise ho Aap? karen Apne City k Male/F frnds se baat 5630035 pe"
164613,JA-JioPay,"????????? ???? ?????  7012746127 ?????  2 GB ?? ?????? ????????  90% ???????????????????? 08-Jun-18 00:14 Hrs ???. ????????? 2 GB ????? ????????????? ???? ???? ????????? ????? ????? ?????? ?????????? ????? ?????? ???????????.  ?? ?????? ????? ??????????????????? http://tiny.jio.com/DataBooster ???????? ?????? ???????? ???????? ????????? ??????.  ???????? ??????, ??????????, ????? ????????, ????? ???????? ???????????? ?????? 1991? ??? ??????"
393968,AM-myntra,ARRIVING EARLY: Your order for HIGHLANDER Men Black Slim F... is out for delivery and is expected to be delivered today by our delivery partner (Phone: 7529955985). You can pay Rs. 490.00 for this order by cash or credit/debit card.
686781,IM-BCCBNK,Your A/c CD/XXXXX37 is debited Rs.4320.00 On 16/05/2018 by Transfer.Clear balance Rs.10024.47 Info:IBBDPGELECT MARC180516145458291030469MSEBMUM
305854,AD-SBIBNK,??? ???? ???? ???? ???? ???? ?? ???? ???? ?? ?? ???? ?????? ????? ???? ???? ??? ???? ?? ???? ????? ???????? ?? ????? ???? ?????? ??? ????? ???? ??????? ?? ??? ?????
93547,JK-JioPay,"You have used 50% of your 1.5 GB daily high speed data quota on your Jio Number 8619973569 as of 03-Jun-18 23:33 Hrs. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click http://tiny.jio.com/MyJioVideo . Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
396755,AM-UnionB,Your SB A/c **********02361 is debited by Rs. 2000 on 24-08-2017 for Cash. Avbl Bal Rs:5462 USE MOBILE BNKG- WWW.SMARTURL.IT/UMOBILE
539504,AD-AIRDTH,"Payment received Rs 200 for airtel digitalTV id3023509844,updated a/c balance is Rs 207.16.Current Monthly Charges - Rs 199 Next Recharge Date is 01-JUL-2018.To know account details give missed call on 8130081300"
128177,HP-ZOMATO,5015 is your Zomato verification code. Enjoy :-)
11344,JD-JioPay,"???? ???? ???? ???? 8279294439 ?? ?????? ????? ??? ????? ??????? ???? 1.5 GB ?? 50% ????? 07-Jun-18 23:59 Hrs ?? ?? ???? ??| ???? ?????? ?? ?????? ?? ????? ???? ?? ??? 1299 ?? ????? ??? ????| ???? ???? ?????? ?? ???? ????? ???? ?? ???? ??? ???? ????? ?? ??? ????? ???? http://tiny.jio.com/MyJioVideo | ??????? ??????, ?????, ????? ????? ?? ?????? ??????? ????? ?? ???? ??? ????? ?? ??? ???? ???? 1991"
212900,JG-JioPay,"You have used 50% of your 1.5 GB daily high speed internet quota on your Jio Number 8328444128 as of 08-Jun-18 00:19 Hrs. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click http://tiny.jio.com/MyJioVideo?. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
181555,AM-MOBIKW,Your Bajaj Finserv MobiKwik One Time Password(OTP) is 210926.
149490,VK-BajajF,Bajaj Finserv OTP for purchase is 684371 for your EMI Card ending 5404. DO NOT SHARE OTP WITH ANYONE
18227,ID-ADHAAR,OTP for Aadhaar (XXXX2976) is 844544 and is valid for 30 minutes.(Generated at 2018-06-08 00:00:42)
43773,DZ-UMITRA,Power Supply in your area will be interrupted on 02-12-2017 from 11:18 to 14:03 due to Force Majure. Inconvenience regretted . Govt. of Maharashtra
751304,BX-ATMSBI,"Thank you for using your SBI Debit Card 607XX0641 for a purchase worth Rs100.0 on POS  022000000209831 at VINAYAK FILLING STATIO txn# 001089671083.If not done by you, forward this SMS from mobile number registered with SBI to 9223008333 to block your card. You may also call 1-800-111109"
293486,BZSBIINB,"SBCollect Txn DU90612820 dtd 040618 Rs.850.0 for GCE,UNIVERSITY FEE is successful."
191516,VM-ICICIB,"Dear Customer, Your Net Available Balance for Ac XXXXXXXX003567 is INR 0.00 as on 15-05-2018 21:41:04"
634359,VMWBJEEB,"Dear Candidate, Your JENPAUH-2017 Application No. is 7900184 and Date of Birth is 22/ May/ 1998 and Password is subho22s. WBJEEB"
168992,AX-PSOFER,"Online Instant Personal Loan for 35k/mo salary, starting @ just 10.75%. 2 min approval, get money in 48 Hrs, 30+ Options. Apply Now [%% URL1482 %%]"
221302,AX-VLCCPC,"This Summer beat Acne with VLCC Tulsi Facewash, get Orange Facewash Free. Additional 50% CashBack.Hurry!! Buy:https://goo.gl/aN4kbD"
607859,MDINSTLN,Your Loan is Approved In 3 mins>Loan upto 15 Lacs>Download Now>Enter Aadhar Card>Check Loan Amount>Amount In ur Accthttp://bit.ly/2wXhDdv : Check Now
521335,VM-VFCARE,"Hello, your daily data pack has been renewed.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ"
639284,AX-SBIUPI,"Dear SBI UPI User, You're a/c no. XXXXXX6059 is credited with INR 1000.00 on 2018-06-08 01:29:13 AM by Malay Halder (UPI Ref no 815901446344)."
362101,JA-JioPay,"You have used 50% of your 1.5 GB daily high speed data quota on your Jio Number 7355373387 as of 25-Mar-18 14:42 Hrs. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click http://tiny.jio.com/MyJioVideo . Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
633790,AX-GOFYND,"Rs. 500 is credited to your Fynd account! *Expires in 3 Hours!Footwear Upto 70% off from Steve Madden, DC Shoes & more!Hurry! https://go.fyndi.ng/bml
AX-040000,Dear RAKESH KUMAR PANDA, It's your Birthday month! STYELUP Card is delighted to offer you an Exclusive Discount of Rs.300 on purchase of apparel & footwear at fbb/Big Bazaar stores. Min. trxn:Rs.2000. Use Code: 327627418210 before billing. Validity 03 May-10 June'18. Also get extra 10% Off. T&C"
519721,VM-CUBANK,"Current Account No XXXXXXXX53 credited with INR 6854.00 towards BY CLEARING:40737-SUR-BY CTS CLG:00122-CHQ NO~2313 on 15-MAR-2018.Avl Bal 52711.99
TD-612830,40=40TT, RC33=33TT+200MB 3G , 28D, 179=Unlimited calls+Roaming+SMS+1.4GBGB/D. Dial *123#"
248522,AD-AxisBk,Your a/c 987333 is credited INR 30000.00 on 08-06-2018 00:24:10 A/c Balance is INR 34835.81 Info: BNA-DEPOSIT/AXIS BANK LIMITED/MUMBAI/+SAGAR TECH PLAZA
296687,VK-iPMall,"Shipped: Men's Plain Full Sleeves Henley Neck Cotton Blend T-Shirt item has been shipped and will reach you by Wed, 13 Jun.  Track your order and cashback status at http://p-y.tm/2wAxIO Congratulations! Claim your HIDDEN DEAL http://pytm.ml/tr49"
522433,AD-GoIBIB,"Dear Guest, Your PNR is XDM8UX for flight G8805 on Thu, 28 Jun from BLR to LKO at 0830. Your ticket: https://go.ibi.bo/e/SRZRCQ5VyN. Also you can access all the booking related information by clicking here https://go.ibi.bo/2LO4xL5VyN. We have also launched our fully powered chat service to resolve any queries related to this booking. Please click here https://go.ibi.bo/lvQK4jzIOL to chat with us."
122007,HP-RTDJOB,"Urgent requirement in top Banking Grp, Graduate Age 30-65yrs,VRS/Retired/ House wife/finintial distributors are preferable.HS+.Please Contact 7044029926"
725618,AX-CITIBK,INC0053407668 - grmap-prd4901 : Critical : AUTOSYS : BATCH INST PA7 JOBFAILURE #JOB NAME : 162998_prod_APAPOIIP_TRIGGER
120897,IM-TPDDLD,"We regret outage of Power Supply at CA no060003278839,restoration expected in 91 min.For further update pls download TPDDL Mobile App https://goo.gl/mEzASG"
795252,AX-OYORMS,"Explore Shimla with OYO. Bookings are open at 50% OFF. Best deal of the summer - www.gs.im/s/?MWb63Wt2xTI Get an extra 15% cashback via Paytm. Call 7065444454 to STOP. T&Cs
AD-650137,15% Cashback Yatra.com par!Pay karein Airtel Payments Bank se aur payein 15% cashback (Maximum Rs250 tak) Rs1200 ki minimum booking par. Shartein laagu."
121477,VM-TEAMFS,Pinki & rajni are your matches for today. View their biodata and connect with them: http://sd2.in/sh1p9rwpsg
183501,IM-SBICRD,"Rs.1.00 was spent on your SBI Card no. ending XX9416 at PAYTM on 23 Mar 18. Remaining credit limit: Rs.27,845.12."
677537,ID-IDEA,"LST USG: 8.818MB, Pack: Leftover, 26153 MB valid till 2018-07-01, Unbilled: Rs 0.00"
162523,VK-IDBIBK,"OTP is 533512 for txn at BAJAJFINSE for INR 6310.00 on your card XXXX3284. Valid till 00:24 AM. Don't disclose to anyone. Call 1800226999 if not initiated.
509093,Thanks.If selected KBC Team will contact you in 5days.T&Cs-www.sonyliv.com.Only 1st valid entry from a mobile number will be considered per question"
277440,ID-RRBREG,"Your Registration is done in RRB,Secunderabad. Verify and activate your application with this OTP 1234 and the OTP sent to your Email ID."
370759,AD-AIRACT,ALERTn++:You have used 90% of daily data limit.Continue with high speed internet on Airtel with extra 3GB(valid as per Unlimited Pack)n++Rs49.Dial *567*49#
59732,VM-SBIINB,OTP to approve transaction of Rs. 10.00 from your A/c No. ending 6591 to Freecharge.in is 94914939. Do not share with anyone.
630464,VK-PAYTMB,"Dear Customer, you have received Rs.37.67 via IMPS in your account XXXXXXXX7832 from PHONEPE PRIVATE LIMI (XXXXXX1111).Ref no: 814011047546.Queries? Write to us at http://m.p-y.tm/care"
748616,AX-IndiGo,"IndiGo: Dear 6E Customer - Get online or get in line. Web check-in now. Just carry a print of your boarding pass and drop your bags at bag drop counters or proceed straight to gates. Power banks / portable mobile chargers, e-cigarettes are allowed ONLY in Hand-Baggage and NOT in Checked-in Baggage.  If any of these items are detected in X ray, your checked in baggage will NOT be loaded on the flight and maybe subject to further search."
263947,HP-MININB,Every Girl is precious. Educate a girl and strengthen the nation.Beti Bachao Beti Padhao!
762248,VK-EPFOHO,Mobile no 9819078868 is not registered with any UAN.
411755,AD-PAYTMB,"Dear Customer, you have sent Rs.50.00 to AMRITA PODDAR(mam@paytm) from 8515072584@paytm. UPI Reference: 803219318995. Queries? Call us at 011-33996699"
720857,AD-SBIATM,"Dear Customer, never ever share your Card number, expiry date, CVV, PIN, OTP, password with anyone. This can be misused. Bank never asks for such details."
706363,VK-AMAZON,180488 is your Amazon security code.
72267,IZ-IVAS,419216 is OTP for ModelsBeauty service.Please do not share with anyone.
688071,IM-ALKBMN,"You have deposited  Rs.4000.00  on your loan account (LOAN)-9 / 822 on 29/05/2018 By Cash.The details are as follows ;  Principle Rs 4000.00 .Your loan outstanding is 28000.00 Debit.
IZ-612345,Idea Special Offer ""Only for U"" Get 10GB Data @Rs. 499 & 4GB Data @Rs. 250, valid for 30 days, only on your 4G Device. To activate, dial 1212 or *121*999#
IZ-612345,Double Data Offer!! Rs.29 mein 500 MB 4G/3G Internet poore 28 din ke liye. Talktime se activate karne ke liye dial karein *800*29#."
695915,JE-JIOINF,???? ???? ???? 7017513047 ?? ????? ?? ????? ?? ?????? ?? ?????| ??????? ?? ???? ?? ??????? ??? ?? ??????|  ????? ???? http://jio.com/r/bkljRmSIO ?? ??????? ???? ?????? ?? ?????? ????| ???? ????? ?? ??? 1991 ?? ??? ????
783386,HPAmazon,"Arriving Today:Windows PC Wireless USB Receiver n++ will be delivered by AmzAgent(9837509494).Pay Rs.1,499 by Cash or Debit/Credit Card. http://amzn.in/2u5Ptiw"
691084,VM-IRSMSA,"PNR-6208342415Trn:11266Dt:19-11-2017Frm ABKP to JBPCls:CCP1-C1,64Chart Prepared"
602418,AX-KOTAKB,Cash withdrawal of Rs.400 made on Kotak Debit card XX0274 on 08-06-2018 01:19:31 at TECH MAHINDRA SECTR 64.Combined balance in A/c XX2131 is Rs 29037.41.
716442,BZ-ATMSBI,Rs 200 withdrawn from A/c xx 0223 on 26/11/17 at AXS ATM  BPCN1771.Txn# 733017001142 .Avl bal Rs 582.24.
315897,JG-JioPay,"You have used 90% of your daily 1.5 GB high speed internet quota on your Jio Number 8864020932 as of 26-Mar-18 20:08 Hrs. After consumption of 1.5 GB data, Internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
653553,BWICICIB,"Dear Customer, your Account XX2748 has been debited with INR 1,018.00 on 07-May-18. Info: BIL*001447500170*PGMIB-*MNGL. The Available Balance is INR 11,726.21."
337593,TX-SNAPDL,Super Deals to Steal this Thursday! These deals are going F A S T. Hurry shop now @ https://www.snapdeal.com/offers/top-deals
421627,JM-JioPay,"Recharge of Rs. 51 is successful for your Jio number 8555800756.Entitlement: Benefits: Unlimited Data (3GB High Speed Data, thereafter unlimited at 64Kbps). Validity: Base Plans validityTransaction ID: 180608124607ed2dec83To manage your account, check plan information, validity and to register for JioPay, click https://www.jio.com/deeplink?id=autopayDial 1991, to know your current balance, validity, plan details and for exciting recharge plans.
JD-509093,Thanks.If selected KBC Team will contact you in 5days.T&Cs-www.sonyliv.com.Only 1st valid entry from a mobile number will be considered per question"
700171,JZ-JioPay,"??? ????? ???? ???? 8780553867 ?? ????? 1.5 GB  ??? ????? ???? ?????? ??, 30-May-18 23:33 Hrs ???? ??% ????? ????? ??. ?????? ??????? ??? ????? ????? ????, ???? ?? ??? ??? ???. ????? ???? ??????? ???? ???? ????? ?????, ?? ???? ??? ????? ????, http://tiny.jio.com/MyJioVideo ????? ???. ?????? ??????? ???????, ???????, ??????? ????? ??? ?????? ??????? ??????? ???? ??? ????? ???? ???? ???? ???."
519787,AD-AIRDTH,"Dear Customer, services of your Airtel DigitalTV ID 3008375613 have been stopped today. Recharge today with Rs. 150 or more and enjoy uninterrupted services. Please ignore if already recharged.
VG-611112,Vodafone SIM Expiry Alert! Apnu halnu SIM expire thai jase! 26 Feb 18 sudhi ma FREE ma Navu 4G SIM badlo Vodafone Store/Retailer pase thi medvo 4GB FREE
TD-610323,RC 60 = 60 TT  (2) RC22=20p/Min, Val 56 Days  (extra  benefits in 48hrs) , Offer aaj hi maanya ! DIAL *123# Today"
694675,AXLIFSTL,Get FREE Rs.2000 vouchers on shopping of Rs.5000 at LIFESTYLE stores.Choose from the best of new collection.Hurry! Offer valid till 5th Apr only. T&C.
283380,VM-CREDIT,"Hi, a Credit Score of 750+ can get you great deals on loans and Credit Cards. Check your Score for free on BankBazaar! bankbzr.com/h/Jv55Cc/g2Vj"
